Complaints: 503 rows
complaint_id,vin,customer_name,dealer_code,dealer_name,complaint_date,description,category,subcategory,ai_category,ai_subcategory,ai_confidence,severity,status,model,variant,manufacturing_date,created_at
214,MATTGN79796IN,Anjali Saxena,D010,Tata Motors OMR,2025-12-26,tire pressure monitoring showing incorrect readings,Electrical,Sensor Issue,Infotainment,Audio,0.70,Medium,Open,Tiago,XM,2025-06-14,2026-03-13T06:50:33.812-04:00
215,MATTGN64823IN,Neha Mukherjee,D032,Tata Motors Dharampeth,2026-03-13,touchscreen unresponsive in certain areas of the display,Infotainment,Screen Issue,Infotainment,Screen Issue,0.93,Medium,Open,Safari,XM,2025-04-24,2026-03-13T06:50:34.047-04:00
216,MATPNL41367IN,Vivek Sharma,D021,Tata Motors Hitech City,2025-10-02,battery draining overnight if car parked for 2 days,Electrical,Battery,Electrical,Battery,0.80,Medium,In Progress,Tiago,XM,2025-07-19,2026-03-13T06:50:34.281-04:00
217,MATSFN42094IN,Gaurav Pillai,D017,Tata Motors Hinjawadi,2025-11-26,weak cranking during cold morning starts,Electrical,Battery,Electrical,Battery,0.93,Low,In Progress,Harrier,XM,2025-08-03,2026-03-13T06:50:34.520-04:00
218,MATSFM15230IN,Rahul Yadav,D035,Tata Motors Rajpur Road,2026-01-06,hard shifting observed between 2nd and 3rd gear in AMT,Transmission,Gear Issue,Transmission,Gear Issue,0.95,Low,Open,Punch,Pure,2025-10-15,2026-03-13T06:50:34.766-04:00
219,MATPNM42077IN,Divya Gupta,D025,Tata Motors Ashram Road,2025-11-22,battery warning light appearing intermittently on dashboard,Electrical,Battery,Transmission,Gear Issue,0.51,Medium,Resolved,Harrier,XE,2025-08-04,2026-03-13T06:50:34.999-04:00
220,MATSFL26849IN,Rajesh Rao,D013,Tata Motors Koramangala,2025-11-08,water seeping into boot area during car wash,Body & Paint,Water Leak,Body & Paint,Water Leak,0.80,Medium,In Progress,Punch,EV Adventure,2025-07-23,2026-03-13T06:50:35.233-04:00
221,MATSFN59068IN,Parveen Yadav,D006,Tata Motors Dwarka,2026-02-12,hard shifting observed between 2nd and 3rd gear in AMT,Transmission,Gear Issue,Transmission,Gear Issue,0.82,Medium,Open,Safari,Adventure,2025-08-09,2026-03-13T06:50:35.466-04:00
222,MATPNK84633IN,Deepa Kapoor,D017,Tata Motors Hinjawadi,2026-01-15,steering feels off-centre when driving straight,Steering,Alignment,Infotainment,Screen Issue,0.51,Medium,In Progress,Nexon,EV XZ+,2025-08-01,2026-03-13T06:50:35.700-04:00
223,MATHRN39928IN,Sachin Menon,D007,Tata Motors Noida,2025-10-27,audio balance shifting to one side randomly,Infotainment,Audio,Brakes,ABS Issue,0.37,Medium,In Progress,Nexon,EV XZ+,2025-01-27,2026-03-13T06:50:35.936-04:00
224,MATPNK80376IN,Anjali Gupta,D006,Tata Motors Dwarka,2026-02-09,AC compressor making clicking sound when engaged,AC System,Cooling Issue,AC System,Cooling Issue,0.99,Critical,Resolved,Punch,Pure,2025-12-20,2026-03-13T06:50:36.170-04:00
225,MATPNN45486IN,Anita Rao,D010,Tata Motors OMR,2025-10-31,speaker crackling noise from rear right speaker,Infotainment,Audio,Infotainment,Audio,0.90,Medium,Closed,Tiago,XZ,2025-02-09,2026-03-13T06:50:36.404-04:00
226,MATPNN51839IN,Prakash Mukherjee,D010,Tata Motors OMR,2025-11-28,horn not working in morning cold starts,Electrical,Wiring Issue,Electrical,Wiring Issue,0.95,High,Closed,Harrier,XZ+ Dark,2025-06-16,2026-03-13T06:50:36.640-04:00
227,MATPNM99751IN,Meera Yadav,D031,Tata Motors Sadar,2025-12-19,uneven panel gap between bonnet and fender on driver side,Body & Paint,Panel Gap,Body & Paint,Panel Gap,0.92,High,In Progress,Nexon,XM,2025-07-21,2026-03-13T06:50:36.874-04:00
228,MATSFN44452IN,Arun Mishra,D024,Tata Motors Howrah,2025-12-21,tailgate not aligning properly with body panels,Body & Paint,Panel Gap,Electrical,Wiring Issue,0.40,Critical,In Progress,Nexon,XZ,2025-07-07,2026-03-13T06:50:37.107-04:00
229,MATSFL36504IN,Arun Yadav,D014,Tata Motors Electronic City,2025-10-30,touchscreen unresponsive in certain areas of the display,Infotainment,Screen Issue,Infotainment,Screen Issue,0.93,Medium,Resolved,Punch,Creative,2024-12-13,2026-03-13T06:50:37.349-04:00
230,MATPNK71587IN,Parveen Mukherjee,D013,Tata Motors Koramangala,2026-02-10,steering wheel vibration at highway speeds above 100 kmph,NVH,Vibration,Brakes,Noise,0.49,Medium,In Progress,Nexon,XM,2025-12-27,2026-03-13T06:50:37.583-04:00
231,MATSFL29893IN,Manoj Sinha,D029,Tata Motors Aliganj,2026-03-01,Apple CarPlay not connecting after software update,Infotainment,Connectivity,Body & Paint,Water Leak,0.66,Low,Open,Harrier,XZ+,2025-11-08,2026-03-13T06:50:37.817-04:00
232,MATSFL38155IN,Meera Rao,D015,Tata Motors Jayanagar,2026-01-15,car pulling to the left even after wheel alignment,Steering,Alignment,Steering,Alignment,0.81,Low,Resolved,Harrier,XZ,2025-08-09,2026-03-13T06:50:38.073-04:00
233,MATNXK58952IN,Tanya Sinha,D025,Tata Motors Ashram Road,2026-03-12,scratches visible under bonnet paint from factory,Body & Paint,Paint Defect,Body & Paint,Paint Defect,0.89,Medium,Resolved,Safari,XZ+,2025-05-25,2026-03-13T06:50:38.307-04:00
234,MATTGL89958IN,Arun Reddy,D039,Tata Motors Edappally,2026-01-02,water leak from sunroof during heavy rain,Body & Paint,Water Leak,Body & Paint,Water Leak,0.85,Medium,In Progress,Tiago,XZ,2025-07-23,2026-03-13T06:50:38.541-04:00
235,MATPNK48510IN,Smita Chopra,D034,Tata Motors Palasia,2025-11-26,steering returning slow after making turns,Steering,Power Steering,Steering,Power Steering,0.79,Medium,Open,Harrier,XE,2025-04-03,2026-03-13T06:50:38.774-04:00
236,MATHRL29435IN,Sachin Reddy,D037,Tata Motors Sector 17,2025-10-22,ABS warning light appearing intermittently,Brakes,ABS Issue,Infotainment,Audio,0.46,Low,Resolved,Harrier,XZ,2025-06-22,2026-03-13T06:50:39.008-04:00
237,MATSFN27997IN,Rekha Pandey,D017,Tata Motors Hinjawadi,2025-12-19,speaker crackling noise from rear right speaker,Infotainment,Audio,Infotainment,Audio,0.83,High,In Progress,Tiago,XM,2025-05-13,2026-03-13T06:50:39.242-04:00
238,MATSFL35032IN,Divya Rao,D008,Tata Motors Gurgaon,2026-02-28,battery draining overnight if car parked for 2 days,Electrical,Battery,Electrical,Battery,0.96,Medium,Open,Punch,Pure,2025-11-13,2026-03-13T06:50:39.477-04:00
239,MATPNM12077IN,Meera Gupta,D037,Tata Motors Sector 17,2025-10-02,speaker crackling noise from rear right speaker,Infotainment,Audio,Infotainment,Audio,0.88,Medium,Open,Punch,Adventure,2025-08-04,2026-03-13T06:50:39.711-04:00
240,MATHRK57850IN,Sunita Sharma,D011,Tata Motors Adyar,2025-12-05,hard shifting observed between 2nd and 3rd gear in AMT,Transmission,Gear Issue,Transmission,Gear Issue,0.91,Medium,Closed,Tiago,XM,2025-11-03,2026-03-13T06:50:39.947-04:00
241,MATNXK18693IN,Rahul Kumar,D021,Tata Motors Hitech City,2026-02-08,squeaking noise from front suspension on speed breakers,NVH,Squeaking,NVH,Squeaking,0.83,Medium,In Progress,Tiago,XM,2025-11-18,2026-03-13T06:50:40.181-04:00
242,MATNXL74592IN,Manoj Malhotra,D003,Tata Motors Powai,2026-01-30,transmission hesitation when accelerating from standstill,Transmission,DCT Issue,AC System,Odor,0.72,High,Resolved,Safari,XZ,2025-06-08,2026-03-13T06:50:40.415-04:00
243,MATTGM77751IN,Suresh Sinha,D009,Tata Motors Anna Nagar,2025-10-28,uneven cooling between driver and passenger side,AC System,Cooling Issue,AC System,Cooling Issue,0.95,Medium,Resolved,Harrier,XE,2024-11-13,2026-03-13T06:50:40.649-04:00
244,MATHRK52274IN,Rohit Agarwal,D002,Tata Motors Thane,2025-09-17,weak cranking during cold morning starts,Electrical,Battery,Electrical,Battery,0.89,Medium,Open,Nexon,EV XZ+,2024-09-30,2026-03-13T06:50:40.882-04:00
245,MATSFN81945IN,Ravi Tiwari,D007,Tata Motors Noida,2025-11-06,musty smell from AC vents after starting car,AC System,Odor,AC System,Odor,0.91,Medium,Resolved,Tiago,XZ,2025-06-28,2026-03-13T06:50:41.117-04:00
246,MATNXL76155IN,Pooja Dutta,D034,Tata Motors Palasia,2025-12-19,power steering becoming stiff during slow parking maneuvers,Steering,Power Steering,Steering,Power Steering,0.88,Low,Closed,Harrier,XZ,2025-07-22,2026-03-13T06:50:41.353-04:00
247,MATNXL31710IN,Suresh Tiwari,D008,Tata Motors Gurgaon,2025-12-28,AC not cooling sufficiently in rear seats,AC System,Cooling Issue,AC System,Cooling Issue,0.80,Medium,Open,Tiago,XZ+,2025-07-16,2026-03-13T06:50:41.660-04:00
248,MATNXM82844IN,Divya Pillai,D012,Tata Motors Whitefield,2026-03-02,door panel gap wider on left side compared to right,Body & Paint,Panel Gap,Body & Paint,Panel Gap,0.94,Low,Resolved,Nexon,EV Max XZ+ Lux,2026-01-27,2026-03-13T06:50:41.973-04:00
249,MATNXL46204IN,Anita Reddy,D029,Tata Motors Aliganj,2025-12-05,weak cranking during cold morning starts,Electrical,Battery,Electrical,Battery,0.86,Critical,Open,Tiago,XZ,2025-03-06,2026-03-13T06:50:42.207-04:00
250,MATSFN80943IN,Anita Yadav,D004,Tata Motors Navi Mumbai,2026-03-06,steering returning slow after making turns,Steering,Power Steering,Steering,Power Steering,0.82,Medium,In Progress,Harrier,XE,2025-11-30,2026-03-13T06:50:42.443-04:00
251,MATNXM89077IN,Bhavna Bhat,D027,Tata Motors Civil Lines,2025-10-17,battery warning light appearing intermittently on dashboard,Electrical,Battery,Electrical,Battery,0.93,Medium,Resolved,Punch,Pure,2024-12-02,2026-03-13T06:50:42.676-04:00
252,MATNXL73641IN,Harsh Pandey,D040,Tata Motors Vizag CBD,2025-10-08,screeching noise from rear brakes in reverse,Brakes,Noise,Brakes,Noise,0.91,Low,Resolved,Nexon,XZ+,2025-08-12,2026-03-13T06:50:42.912-04:00
253,MATTGK85448IN,Pooja Mishra,D031,Tata Motors Sadar,2025-09-30,weak cranking during cold morning starts,Electrical,Battery,Electrical,Battery,0.98,Low,Open,Punch,Adventure,2025-02-19,2026-03-13T06:50:43.145-04:00
254,MATNXL84308IN,Pooja Saxena,D029,Tata Motors Aliganj,2025-11-30,weak cranking during cold morning starts,Electrical,Battery,Electrical,Battery,0.99,High,Open,Tiago,XZ+,2025-04-03,2026-03-13T06:50:43.383-04:00
255,MATHRM83200IN,Vivek Singh,D039,Tata Motors Edappally,2025-10-06,ABS warning light appearing intermittently,Brakes,ABS Issue,Infotainment,Screen Issue,0.65,High,In Progress,Tiago,XZ,2024-11-03,2026-03-13T06:50:43.616-04:00
256,MATSFM67379IN,Ravi Mukherjee,D007,Tata Motors Noida,2025-11-07,Android Auto showing connection error repeatedly,Infotainment,Connectivity,Infotainment,Connectivity,0.86,Low,Closed,Harrier,XE,2025-07-29,2026-03-13T06:50:43.850-04:00
257,MATPNK60494IN,Rekha Agarwal,D013,Tata Motors Koramangala,2025-10-02,steering feels off-centre when driving straight,Steering,Alignment,Brakes,ABS Issue,0.48,High,Open,Harrier,XE,2024-11-05,2026-03-13T06:50:44.084-04:00
258,MATHRL48901IN,Karthik Singh,D038,Tata Motors Kadavanthara,2025-11-03,gear getting stuck in reverse occasionally,Transmission,Gear Issue,Transmission,Gear Issue,0.90,High,Resolved,Tiago,XM,2025-07-06,2026-03-13T06:50:44.319-04:00
259,MATSFM58526IN,Karthik Reddy,D025,Tata Motors Ashram Road,2025-12-02,audio balance shifting to one side randomly,Infotainment,Audio,Infotainment,Audio,0.91,Medium,Open,Tiago,EV XZ+,2025-05-11,2026-03-13T06:50:44.560-04:00
260,MATTGL23737IN,Harsh Chatterjee,D027,Tata Motors Civil Lines,2025-09-22,dampness observed near A-pillar after rain,Body & Paint,Water Leak,Brakes,Pedal Feel,0.43,High,Resolved,Tiago,EV XZ+,2025-06-17,2026-03-13T06:50:44.794-04:00
261,MATPNM18359IN,Bhavna Singh,D021,Tata Motors Hitech City,2025-10-28,audio balance shifting to one side randomly,Infotainment,Audio,Infotainment,Audio,0.98,High,Resolved,Nexon,EV Max XZ+ Lux,2025-05-05,2026-03-13T06:50:45.029-04:00
262,MATHRN76578IN,Swati Kapoor,D002,Tata Motors Thane,2026-01-08,squeaking noise from front suspension on speed breakers,NVH,Squeaking,NVH,Squeaking,0.94,Low,Open,Punch,Adventure,2025-09-26,2026-03-13T06:50:45.274-04:00
263,MATHRN95119IN,Gaurav Verma,D035,Tata Motors Rajpur Road,2025-09-16,gear getting stuck in reverse occasionally,Transmission,Gear Issue,Brakes,ABS Issue,0.59,Medium,In Progress,Nexon,XZ,2025-03-23,2026-03-13T06:50:45.507-04:00
264,MATPNM39706IN,Smita Chatterjee,D027,Tata Motors Civil Lines,2026-01-15,centre console rattling when playing music at high volume,NVH,Rattling Noise,NVH,Rattling Noise,0.91,High,Closed,Safari,Adventure,2025-01-26,2026-03-13T06:50:45.741-04:00
265,MATNXL99545IN,Karthik Nair,D039,Tata Motors Edappally,2026-03-03,uneven panel gap between bonnet and fender on driver side,Body & Paint,Panel Gap,Electrical,Wiring Issue,0.71,High,Open,Harrier,XM,2025-06-27,2026-03-13T06:50:45.975-04:00
266,MATTGK31939IN,Parveen Saxena,D038,Tata Motors Kadavanthara,2025-10-04,Apple CarPlay not connecting after software update,Infotainment,Connectivity,Infotainment,Connectivity,0.98,High,Resolved,Safari,XE,2024-10-24,2026-03-13T06:50:46.217-04:00
267,MATHRM15451IN,Pooja Pillai,D037,Tata Motors Sector 17,2026-02-01,tire pressure monitoring showing incorrect readings,Electrical,Sensor Issue,Electrical,Sensor Issue,0.98,Medium,Resolved,Tiago,XZ,2025-06-04,2026-03-13T06:50:46.452-04:00
268,MATPNN48398IN,Vivek Joshi,D015,Tata Motors Jayanagar,2025-09-28,Android Auto showing connection error repeatedly,Infotainment,Connectivity,Infotainment,Connectivity,0.94,Medium,Closed,Harrier,XZ,2025-08-25,2026-03-13T06:50:46.686-04:00
269,MATNXL87000IN,Harsh Saxena,D040,Tata Motors Vizag CBD,2025-12-31,brake pedal squeak during light braking,NVH,Squeaking,NVH,Squeaking,0.95,Low,Open,Tiago,XM,2025-11-19,2026-03-13T06:50:46.921-04:00
270,MATHRL69930IN,Swati Agarwal,D033,Tata Motors MG Road,2025-10-27,body vibration felt at idle with AC on,NVH,Vibration,NVH,Vibration,0.80,Low,Closed,Punch,Creative,2024-12-28,2026-03-13T06:50:47.155-04:00
271,MATHRL88479IN,Vikram Patel,D014,Tata Motors Electronic City,2025-11-16,ABS warning light appearing intermittently,Brakes,ABS Issue,Brakes,ABS Issue,0.98,High,Open,Punch,Pure,2025-05-01,2026-03-13T06:50:47.389-04:00
272,MATSFM73991IN,Komal Kumar,D012,Tata Motors Whitefield,2025-12-04,parking sensors giving false alerts with no obstacle,Electrical,Sensor Issue,Steering,Power Steering,0.52,Medium,In Progress,Safari,Adventure,2025-09-05,2026-03-13T06:50:47.702-04:00
273,MATSFM47544IN,Sachin Nair,D038,Tata Motors Kadavanthara,2025-11-21,battery warning light appearing intermittently on dashboard,Electrical,Battery,Electrical,Battery,0.95,Medium,Open,Nexon,EV XZ+,2025-04-10,2026-03-13T06:50:47.938-04:00
274,MATHRM90651IN,Anita Patel,D035,Tata Motors Rajpur Road,2025-09-29,steering returning slow after making turns,Steering,Power Steering,Steering,Power Steering,0.92,High,Resolved,Harrier,XM,2025-02-20,2026-03-13T06:50:48.172-04:00
275,MATNXL59811IN,Neha Joshi,D001,Tata Motors Andheri,2025-09-29,steering feels off-centre when driving straight,Steering,Alignment,Steering,Alignment,0.94,High,Open,Tiago,EV XZ+,2024-12-11,2026-03-13T06:50:48.406-04:00
276,MATSFK28807IN,Karthik Agarwal,D040,Tata Motors Vizag CBD,2025-10-16,horn not working in morning cold starts,Electrical,Wiring Issue,Transmission,Gear Issue,0.46,Low,Open,Safari,XM,2025-01-10,2026-03-13T06:50:48.640-04:00
277,MATTGN55239IN,Nitin Rao,D016,Tata Motors Kothrud,2026-02-02,central locking not working from key fob occasionally,Electrical,Wiring Issue,Electrical,Wiring Issue,0.85,Medium,Resolved,Nexon,XZ,2025-03-20,2026-03-13T06:50:48.873-04:00
278,MATPNL80975IN,Ashok Kapoor,D011,Tata Motors Adyar,2025-12-19,soft brake pedal feel especially in morning,Brakes,Pedal Feel,Brakes,Pedal Feel,0.87,High,Open,Nexon,XZ,2025-03-19,2026-03-13T06:50:49.108-04:00
279,MATHRL35030IN,Vikram Yadav,D020,Tata Motors Gachibowli,2026-01-22,horn not working in morning cold starts,Electrical,Wiring Issue,Electrical,Wiring Issue,0.84,High,Closed,Punch,EV Adventure,2025-08-11,2026-03-13T06:50:49.341-04:00
280,MATPNL36137IN,Smita Malhotra,D002,Tata Motors Thane,2026-02-03,car pulling to the left even after wheel alignment,Steering,Alignment,Steering,Alignment,0.89,Critical,In Progress,Tiago,XE,2025-07-01,2026-03-13T06:50:49.575-04:00
281,MATHRN51483IN,Vivek Nair,D019,Tata Motors Jubilee Hills,2025-10-07,weak cranking during cold morning starts,Electrical,Battery,Electrical,Battery,0.92,Critical,Resolved,Harrier,XZ+,2025-06-15,2026-03-13T06:50:49.808-04:00
282,MATSFM57571IN,Bhavna Dutta,D012,Tata Motors Whitefield,2026-01-13,AC blower not working on speed 1 setting,AC System,Blower Issue,NVH,Rattling Noise,0.63,Low,Open,Tiago,EV XZ+,2025-11-23,2026-03-13T06:50:50.043-04:00
283,MATHRK22723IN,Gaurav Sinha,D024,Tata Motors Howrah,2026-01-05,hard shifting observed between 2nd and 3rd gear in AMT,Transmission,Gear Issue,Infotainment,Screen Issue,0.61,Medium,Resolved,Punch,Creative,2025-02-13,2026-03-13T06:50:50.281-04:00
284,MATNXM27687IN,Harsh Yadav,D025,Tata Motors Ashram Road,2025-12-15,tire pressure monitoring showing incorrect readings,Electrical,Sensor Issue,Electrical,Sensor Issue,0.97,Medium,In Progress,Safari,Adventure,2025-03-11,2026-03-13T06:50:50.517-04:00
285,MATNXL51755IN,Anita Desai,D009,Tata Motors Anna Nagar,2026-02-11,soft brake pedal feel especially in morning,Brakes,Pedal Feel,Brakes,Pedal Feel,0.82,Low,In Progress,Punch,Adventure,2025-09-17,2026-03-13T06:50:50.761-04:00
286,MATPNN58076IN,Sneha Nair,D031,Tata Motors Sadar,2025-10-03,AC blower not working on speed 1 setting,AC System,Blower Issue,AC System,Blower Issue,0.79,High,Open,Punch,Adventure,2024-12-15,2026-03-13T06:50:50.997-04:00
287,MATHRM33213IN,Smita Tiwari,D017,Tata Motors Hinjawadi,2026-01-16,steering feels off-centre when driving straight,Steering,Alignment,Brakes,Noise,0.57,Medium,In Progress,Harrier,XZ+ Dark,2025-05-21,2026-03-13T06:50:51.231-04:00
288,MATHRK34323IN,Deepa Mukherjee,D012,Tata Motors Whitefield,2025-10-31,clear coat peeling on roof near antenna area,Body & Paint,Paint Defect,Electrical,Wiring Issue,0.49,Low,Open,Tiago,EV XZ+,2025-01-16,2026-03-13T06:50:51.469-04:00
289,MATNXK34238IN,Sunita Pandey,D007,Tata Motors Noida,2026-03-13,squeaking noise from front suspension on speed breakers,NVH,Squeaking,NVH,Squeaking,0.92,High,In Progress,Harrier,XZ+,2025-03-16,2026-03-13T06:50:51.703-04:00
290,MATTGM95831IN,Ravi Desai,D003,Tata Motors Powai,2025-10-17,screeching noise from rear brakes in reverse,Brakes,Noise,Brakes,Noise,0.95,Critical,Resolved,Tiago,XZ+,2025-07-29,2026-03-13T06:50:51.949-04:00
291,MATPNM72973IN,Nitin Rao,D015,Tata Motors Jayanagar,2025-10-31,power steering becoming stiff during slow parking maneuvers,Steering,Power Steering,Steering,Power Steering,0.94,Low,In Progress,Nexon,XZ,2025-09-28,2026-03-13T06:50:52.183-04:00
292,MATPNN28623IN,Neha Pillai,D024,Tata Motors Howrah,2026-01-20,whining noise from power steering pump at full lock,Steering,Power Steering,Steering,Power Steering,0.58,Critical,In Progress,Nexon,XM,2025-05-24,2026-03-13T06:50:52.417-04:00
293,MATPNM29647IN,Rahul Singh,D036,Tata Motors Panchkula,2025-09-26,door panel gap wider on left side compared to right,Body & Paint,Panel Gap,Body & Paint,Panel Gap,0.93,High,Closed,Tiago,XZ+,2025-06-28,2026-03-13T06:50:52.652-04:00
294,MATNXM72482IN,Ajay Rao,D014,Tata Motors Electronic City,2026-03-12,subwoofer not producing bass at lower volumes,Infotainment,Audio,Infotainment,Audio,0.93,Low,Closed,Tiago,XZ+,2025-12-26,2026-03-13T06:50:52.887-04:00
295,MATSFN58439IN,Neha Sinha,D006,Tata Motors Dwarka,2025-09-27,grinding noise from front brakes during slow speed braking,Brakes,Noise,Brakes,Noise,0.93,High,In Progress,Nexon,XZ,2024-12-05,2026-03-13T06:50:53.182-04:00
296,MATHRL52183IN,Sunita Joshi,D032,Tata Motors Dharampeth,2025-10-07,ABS warning light appearing intermittently,Brakes,ABS Issue,Brakes,ABS Issue,0.94,Medium,Resolved,Punch,Pure,2025-06-13,2026-03-13T06:50:53.417-04:00
297,MATNXL61062IN,Tanya Dutta,D001,Tata Motors Andheri,2025-09-14,tailgate not aligning properly with body panels,Body & Paint,Panel Gap,Body & Paint,Panel Gap,0.87,Low,Open,Harrier,XE,2025-07-11,2026-03-13T06:50:53.651-04:00
298,MATHRK89309IN,Harsh Menon,D038,Tata Motors Kadavanthara,2025-11-04,paint bubbling observed near wheel arch,Body & Paint,Paint Defect,Body & Paint,Paint Defect,0.86,Low,Open,Safari,XZ,2025-08-12,2026-03-13T06:50:53.889-04:00
299,MATPNL82779IN,Smita Pandey,D022,Tata Motors Salt Lake,2026-01-10,dampness observed near A-pillar after rain,Body & Paint,Water Leak,Body & Paint,Water Leak,0.87,Medium,In Progress,Nexon,EV Max XZ+ Lux,2025-06-21,2026-03-13T06:50:54.125-04:00
300,MATNXM66919IN,Ravi Joshi,D002,Tata Motors Thane,2025-12-23,scratches visible under bonnet paint from factory,Body & Paint,Paint Defect,Body & Paint,Paint Defect,0.99,Medium,Open,Punch,Pure,2025-04-26,2026-03-13T06:50:54.359-04:00
301,MATNXN36462IN,Kavita Malhotra,D019,Tata Motors Jubilee Hills,2025-09-20,touchscreen unresponsive in certain areas of the display,Infotainment,Screen Issue,Infotainment,Screen Issue,0.85,Critical,Open,Nexon,XZ+,2025-05-16,2026-03-13T06:50:54.593-04:00
302,MATPNM77653IN,Dinesh Patel,D016,Tata Motors Kothrud,2025-09-25,brake pedal feels spongy after 500km of driving,Brakes,Pedal Feel,Infotainment,Screen Issue,0.64,Low,Open,Safari,XM,2024-12-17,2026-03-13T06:50:54.827-04:00
303,MATSFL46671IN,Bhavna Saxena,D031,Tata Motors Sadar,2026-01-16,Android Auto showing connection error repeatedly,Infotainment,Connectivity,Infotainment,Connectivity,0.99,Critical,Open,Safari,Adventure,2025-02-25,2026-03-13T06:50:55.060-04:00
304,MATPNM78219IN,Rajesh Sharma,D028,Tata Motors Vaishali Nagar,2025-09-16,brake pedal squeak during light braking,NVH,Squeaking,NVH,Squeaking,0.92,Low,Closed,Punch,EV Adventure,2024-11-25,2026-03-13T06:50:55.296-04:00
305,MATNXK95322IN,Neha Desai,D014,Tata Motors Electronic City,2025-11-13,weak cranking during cold morning starts,Electrical,Battery,Electrical,Battery,0.83,Medium,Open,Punch,EV Adventure,2024-12-05,2026-03-13T06:50:55.532-04:00
306,MATHRL78113IN,Tanya Rao,D028,Tata Motors Vaishali Nagar,2026-01-14,wireless charging pad not detecting phone properly,Infotainment,Connectivity,Infotainment,Connectivity,0.82,Low,Resolved,Harrier,XZ+,2025-10-25,2026-03-13T06:50:55.768-04:00
307,MATTGM61744IN,Lakshmi Iyer,D025,Tata Motors Ashram Road,2025-11-01,musty smell from AC vents after starting car,AC System,Odor,AC System,Odor,0.88,Critical,Resolved,Harrier,XM,2025-01-02,2026-03-13T06:50:56.003-04:00
308,MATTGN25566IN,Sunita Chatterjee,D036,Tata Motors Panchkula,2025-11-18,car pulling to the left even after wheel alignment,Steering,Alignment,Steering,Alignment,0.95,Medium,Resolved,Tiago,XE,2025-05-01,2026-03-13T06:50:56.237-04:00
309,MATNXM81766IN,Sanjay Pillai,D036,Tata Motors Panchkula,2025-09-28,steering wheel vibration at highway speeds above 100 kmph,NVH,Vibration,NVH,Vibration,0.92,Medium,Resolved,Safari,XZ,2024-10-01,2026-03-13T06:50:56.471-04:00
310,MATHRN21706IN,Vikram Kumar,D021,Tata Motors Hitech City,2025-10-01,clutch pedal vibration when shifting gears,Transmission,Gear Issue,Transmission,Gear Issue,0.88,Critical,Closed,Tiago,XZ+,2025-03-13,2026-03-13T06:50:56.704-04:00
311,MATNXK91094IN,Rohit Nair,D011,Tata Motors Adyar,2025-12-11,Android Auto showing connection error repeatedly,Infotainment,Connectivity,Infotainment,Connectivity,0.91,Medium,Closed,Safari,XM,2025-01-15,2026-03-13T06:50:56.937-04:00
312,MATPNN15896IN,Nisha Bhat,D012,Tata Motors Whitefield,2025-11-12,ABS warning light appearing intermittently,Brakes,ABS Issue,Electrical,Wiring Issue,0.41,Low,Open,Nexon,XM,2025-01-06,2026-03-13T06:50:57.225-04:00
313,MATHRM17667IN,Amit Agarwal,D006,Tata Motors Dwarka,2026-02-08,AC compressor making clicking sound when engaged,AC System,Cooling Issue,AC System,Cooling Issue,0.83,Medium,Resolved,Nexon,XZ,2025-04-15,2026-03-13T06:50:57.461-04:00
314,MATSFN51724IN,Bhavna Sinha,D023,Tata Motors Park Street,2025-11-17,transmission hesitation when accelerating from standstill,Transmission,DCT Issue,Transmission,DCT Issue,0.98,Medium,Resolved,Safari,XZ+,2024-11-29,2026-03-13T06:50:57.699-04:00
315,MATPNN10131IN,Sanjay Desai,D035,Tata Motors Rajpur Road,2026-03-13,hard shifting observed between 2nd and 3rd gear in AMT,Transmission,Gear Issue,Transmission,Gear Issue,0.86,Medium,In Progress,Safari,XZ,2025-05-20,2026-03-13T06:50:57.935-04:00
316,MATTGK49405IN,Rohit Yadav,D035,Tata Motors Rajpur Road,2026-03-12,transmission hesitation when accelerating from standstill,Transmission,DCT Issue,Transmission,DCT Issue,0.87,Medium,Open,Nexon,EV XZ+,2025-05-06,2026-03-13T06:50:58.170-04:00
317,MATSFM96805IN,Sanjay Sinha,D036,Tata Motors Panchkula,2025-11-25,soft brake pedal feel especially in morning,Brakes,Pedal Feel,Brakes,Pedal Feel,0.86,Medium,Open,Punch,Creative,2024-12-10,2026-03-13T06:50:58.406-04:00
318,MATTGN98029IN,Nitin Sharma,D035,Tata Motors Rajpur Road,2025-09-15,brake pedal feels spongy after 500km of driving,Brakes,Pedal Feel,Brakes,Pedal Feel,0.80,Medium,In Progress,Safari,XZ+,2024-10-02,2026-03-13T06:50:58.642-04:00
319,MATHRM90405IN,Swati Das,D010,Tata Motors OMR,2026-02-18,rattling noise near AC vent on bumpy roads,NVH,Rattling Noise,NVH,Rattling Noise,0.81,Medium,Open,Nexon,XZ+ Lux,2025-11-03,2026-03-13T06:50:58.911-04:00
320,MATHRL35397IN,Neha Gupta,D027,Tata Motors Civil Lines,2025-12-03,Bluetooth disconnecting frequently from phone,Infotainment,Connectivity,Infotainment,Connectivity,0.96,Critical,Open,Safari,XZ+,2025-09-28,2026-03-13T06:50:59.147-04:00
321,MATSFN99151IN,Sachin Verma,D017,Tata Motors Hinjawadi,2026-01-22,parking sensors giving false alerts with no obstacle,Electrical,Sensor Issue,Electrical,Sensor Issue,0.98,Low,Closed,Punch,Pure,2025-05-02,2026-03-13T06:50:59.381-04:00
