Deliveries: 700 rows
delivery_id,vin,customer_name,customer_phone,dealer_code,dealer_name,delivery_date,delivery_officer,odometer_reading,fuel_level,model,variant,epod_signed,customer_remarks,inspection_id,created_at
258,MATHRL48901IN,Sanjay Nair,+918220968131,D033,Tata Motors MG Road,2026-01-31,Arjun Nambiar,40,Full,Harrier,XZ+,true,,258,2026-03-13T06:55:59.986-04:00
259,MATSFM58526IN,Divya Das,+917089436484,D016,Tata Motors Kothrud,2026-01-29,Manish Sethi,22,Full,Nexon,EV XZ+,true,,259,2026-03-13T06:56:00.220-04:00
260,MATTGL23737IN,Ashok Nair,+919402786725,D028,Tata Motors Vaishali Nagar,2026-01-29,Kunal Trivedi,44,1/2,Nexon,XE,true,Noticed slight vibration during test drive - dealer to check,260,2026-03-13T06:56:00.459-04:00
261,MATPNM18359IN,Rajesh Joshi,+919445203144,D025,Tata Motors Ashram Road,2026-01-31,Rohit Bhardwaj,43,3/4,Safari,XZ,true,Delivery process was smooth and professional,261,2026-03-13T06:56:00.693-04:00
262,MATHRN76578IN,Nitin Mukherjee,+917412858580,D011,Tata Motors Adyar,2026-01-26,Manish Sethi,30,Full,Nexon,XE,true,,262,2026-03-13T06:56:00.927-04:00
263,MATHRN95119IN,Tanya Bhat,+917865045737,D030,Tata Motors Gomti Nagar,2026-01-30,Sameer Khanna,7,Full,Safari,XM,true,Delivery process was smooth and professional,263,2026-03-13T06:56:01.160-04:00
264,MATPNM39706IN,Karthik Chatterjee,+919184672658,D016,Tata Motors Kothrud,2026-01-26,Manish Sethi,18,3/4,Nexon,EV XZ+,false,AC not cooling well - dealer scheduled follow-up,264,2026-03-13T06:56:01.394-04:00
265,MATNXL99545IN,Komal Sinha,+918726427196,D028,Tata Motors Vaishali Nagar,2026-01-29,Rohit Bhardwaj,38,1/2,Harrier,XZ,true,Documentation was delayed by 30 minutes,265,2026-03-13T06:56:01.628-04:00
266,MATTGK31939IN,Komal Banerjee,+918109021151,D012,Tata Motors Whitefield,2026-01-28,Manish Sethi,6,Full,Tiago,EV XZ+,true,AC not cooling well - dealer scheduled follow-up,266,2026-03-13T06:56:01.861-04:00
267,MATHRM15451IN,Priya Pandey,+918860709847,D009,Tata Motors Anna Nagar,2026-01-30,Abhishek Pandey,8,Full,Tiago,XM,true,Noticed slight vibration during test drive - dealer to check,267,2026-03-13T06:56:02.096-04:00
268,MATPNN48398IN,Pooja Sharma,+917922957561,D036,Tata Motors Panchkula,2026-01-24,Kunal Trivedi,21,Full,Punch,EV Adventure,false,Noticed slight vibration during test drive - dealer to check,268,2026-03-13T06:56:02.337-04:00
269,MATNXL87000IN,Divya Verma,+919063450241,D038,Tata Motors Kadavanthara,2026-01-24,Pankaj Dubey,31,Full,Harrier,XM,true,Excellent handover experience,269,2026-03-13T06:56:02.571-04:00
270,MATHRL69930IN,Vikram Chatterjee,+919169745260,D002,Tata Motors Thane,2026-01-25,Rohit Bhardwaj,6,Full,Punch,Creative,true,Excellent handover experience,270,2026-03-13T06:56:02.806-04:00
271,MATHRL88479IN,Ravi Banerjee,+919933851809,D006,Tata Motors Dwarka,2026-01-25,Nikhil Desai,18,Full,Nexon,XE,true,Delivery process was smooth and professional,271,2026-03-13T06:56:03.040-04:00
272,MATSFM73991IN,Anjali Banerjee,+919221025989,D027,Tata Motors Civil Lines,2026-01-26,Pankaj Dubey,6,3/4,Harrier,XZ,false,Minor scratch noticed on door - dealer promised touch-up,272,2026-03-13T06:56:03.276-04:00
273,MATSFM47544IN,Priya Sinha,+918439345440,D027,Tata Motors Civil Lines,2026-01-24,Rohit Bhardwaj,31,3/4,Harrier,XM,true,Very happy with the vehicle condition,273,2026-03-13T06:56:03.512-04:00
274,MATHRM90651IN,Divya Menon,+917195683634,D011,Tata Motors Adyar,2026-01-25,Nikhil Desai,21,3/4,Punch,Accomplished,true,Requested additional floor mats,274,2026-03-13T06:56:03.748-04:00
275,MATNXL59811IN,Sachin Tiwari,+919306652517,D016,Tata Motors Kothrud,2026-01-22,Abhishek Pandey,15,3/4,Punch,Accomplished,true,,275,2026-03-13T06:56:03.986-04:00
276,MATSFK28807IN,Amit Pandey,+917558573679,D017,Tata Motors Hinjawadi,2026-01-24,Pankaj Dubey,8,1/2,Nexon,XZ,true,Very happy with the vehicle condition,276,2026-03-13T06:56:04.221-04:00
277,MATTGN55239IN,Nitin Pandey,+919106691531,D019,Tata Motors Jubilee Hills,2026-01-25,Rohit Bhardwaj,16,Full,Nexon,XM,true,Minor scratch noticed on door - dealer promised touch-up,277,2026-03-13T06:56:04.459-04:00
278,MATPNL80975IN,Vikram Sinha,+918766400236,D003,Tata Motors Powai,2026-01-25,Arjun Nambiar,38,Full,Punch,Adventure,true,AC not cooling well - dealer scheduled follow-up,278,2026-03-13T06:56:04.694-04:00
279,MATHRL35030IN,Tanya Pandey,+917222353324,D022,Tata Motors Salt Lake,2026-01-24,Rohit Bhardwaj,17,Full,Tiago,XM,true,,279,2026-03-13T06:56:04.929-04:00
280,MATPNL36137IN,Pooja Sharma,+917341305488,D020,Tata Motors Gachibowli,2026-01-26,Nikhil Desai,33,Full,Punch,Creative,true,Delivery process was smooth and professional,280,2026-03-13T06:56:05.162-04:00
281,MATHRN51483IN,Komal Sinha,+917895055028,D020,Tata Motors Gachibowli,2026-01-20,Sameer Khanna,23,Full,Punch,Accomplished,true,Delivery process was smooth and professional,281,2026-03-13T06:56:05.395-04:00
282,MATSFM57571IN,Parveen Mishra,+918504433180,D029,Tata Motors Aliganj,2026-01-21,Kunal Trivedi,29,Full,Safari,XM,true,Very happy with the vehicle condition,282,2026-03-13T06:56:05.629-04:00
283,MATHRK22723IN,Nitin Rao,+917629990079,D035,Tata Motors Rajpur Road,2026-01-23,Sameer Khanna,17,Full,Harrier,XM,true,Minor scratch noticed on door - dealer promised touch-up,283,2026-03-13T06:56:05.864-04:00
284,MATNXM27687IN,Sanjay Gupta,+919700967584,D029,Tata Motors Aliganj,2026-01-25,Abhishek Pandey,21,Full,Nexon,XZ+ Lux,true,Requested additional floor mats,284,2026-03-13T06:56:06.099-04:00
285,MATNXL51755IN,Kavita Joshi,+917450763693,D011,Tata Motors Adyar,2026-01-25,Kunal Trivedi,9,Full,Harrier,XE,true,Very happy with the vehicle condition,285,2026-03-13T06:56:06.333-04:00
286,MATPNN58076IN,Vivek Agarwal,+918811097232,D001,Tata Motors Andheri,2026-01-22,Varun Mishra,35,Full,Nexon,XZ+ Lux,true,,286,2026-03-13T06:56:06.568-04:00
287,MATHRM33213IN,Manoj Tiwari,+917532712847,D039,Tata Motors Edappally,2026-01-23,Manish Sethi,24,Full,Safari,XZ,true,Noticed slight vibration during test drive - dealer to check,287,2026-03-13T06:56:06.801-04:00
288,MATHRK34323IN,Neha Agarwal,+918775867765,D007,Tata Motors Noida,2026-01-22,Nikhil Desai,29,Full,Safari,XM,true,All accessories installed as promised,288,2026-03-13T06:56:07.036-04:00
289,MATNXK34238IN,Amit Bhat,+919638197439,D035,Tata Motors Rajpur Road,2026-01-21,Kunal Trivedi,43,Full,Punch,Creative,true,Noticed slight vibration during test drive - dealer to check,289,2026-03-13T06:56:07.270-04:00
290,MATTGM95831IN,Sunita Mukherjee,+918170872505,D024,Tata Motors Howrah,2026-01-25,Tarun Kaushik,20,3/4,Safari,Adventure,true,AC not cooling well - dealer scheduled follow-up,290,2026-03-13T06:56:07.504-04:00
291,MATPNM72973IN,Karthik Banerjee,+918521026569,D010,Tata Motors OMR,2026-01-21,Arjun Nambiar,33,Full,Tiago,XE,true,,291,2026-03-13T06:56:07.738-04:00
292,MATPNN28623IN,Kavita Desai,+918672002404,D011,Tata Motors Adyar,2026-01-25,Manish Sethi,31,Full,Safari,XE,true,Minor scratch noticed on door - dealer promised touch-up,292,2026-03-13T06:56:07.972-04:00
293,MATPNM29647IN,Deepa Sharma,+919061663621,D017,Tata Motors Hinjawadi,2026-01-25,Rohit Bhardwaj,34,Full,Safari,XZ,true,Noticed slight vibration during test drive - dealer to check,293,2026-03-13T06:56:08.204-04:00
294,MATNXM72482IN,Arun Menon,+917379103373,D005,Tata Motors Connaught Place,2026-01-20,Varun Mishra,25,Full,Safari,Adventure,true,Excellent handover experience,294,2026-03-13T06:56:08.440-04:00
295,MATSFN58439IN,Swati Patel,+919671427891,D008,Tata Motors Gurgaon,2026-01-24,Abhishek Pandey,8,Full,Tiago,XE,true,,295,2026-03-13T06:56:08.677-04:00
296,MATHRL52183IN,Meera Malhotra,+917143869119,D001,Tata Motors Andheri,2026-01-22,Rohit Bhardwaj,28,Full,Safari,XZ,true,,296,2026-03-13T06:56:08.916-04:00
297,MATNXL61062IN,Sanjay Malhotra,+918131258125,D016,Tata Motors Kothrud,2026-01-19,Pankaj Dubey,20,Full,Punch,EV Adventure,false,Delivery process was smooth and professional,297,2026-03-13T06:56:09.155-04:00
298,MATHRK89309IN,Anjali Pillai,+918056569719,D013,Tata Motors Koramangala,2026-01-23,Pankaj Dubey,16,3/4,Harrier,XZ+ Dark,true,,298,2026-03-13T06:56:09.389-04:00
299,MATPNL82779IN,Anjali Patel,+919711403519,D012,Tata Motors Whitefield,2026-01-20,Sameer Khanna,7,Full,Tiago,XE,true,Documentation was delayed by 30 minutes,299,2026-03-13T06:56:09.623-04:00
300,MATNXM66919IN,Pooja Kumar,+917257397391,D040,Tata Motors Vizag CBD,2026-01-22,Arjun Nambiar,24,Full,Nexon,XZ+,true,Delivery process was smooth and professional,300,2026-03-13T06:56:09.867-04:00
301,MATPNK81448IN,Rohit Kumar,+917337861091,D037,Tata Motors Sector 17,2026-01-23,Abhishek Pandey,43,Full,Punch,Creative,true,Requested additional floor mats,301,2026-03-13T06:56:10.100-04:00
302,MATHRM75612IN,Nitin Kumar,+917372646990,D011,Tata Motors Adyar,2026-01-23,Kunal Trivedi,11,Full,Safari,XZ+,true,Very happy with the vehicle condition,302,2026-03-13T06:56:10.334-04:00
303,MATTGM44818IN,Vivek Saxena,+918188339378,D023,Tata Motors Park Street,2026-01-22,Rohit Bhardwaj,32,Full,Harrier,XE,true,Noticed slight vibration during test drive - dealer to check,303,2026-03-13T06:56:10.568-04:00
304,MATNXL23989IN,Anjali Dutta,+917399472354,D003,Tata Motors Powai,2026-01-20,Kunal Trivedi,31,Full,Harrier,XE,true,Minor scratch noticed on door - dealer promised touch-up,304,2026-03-13T06:56:10.804-04:00
305,MATPNM83509IN,Rekha Malhotra,+919506329764,D002,Tata Motors Thane,2026-01-22,Rohit Bhardwaj,30,Full,Punch,Adventure,true,Requested additional floor mats,305,2026-03-13T06:56:11.038-04:00
306,MATNXL58241IN,Deepa Chopra,+919637582799,D030,Tata Motors Gomti Nagar,2026-01-20,Sameer Khanna,28,Full,Punch,Creative,true,Delivery process was smooth and professional,306,2026-03-13T06:56:11.273-04:00
307,MATPNK11880IN,Smita Pillai,+917072051778,D039,Tata Motors Edappally,2026-01-20,Kunal Trivedi,44,Full,Harrier,XZ,true,AC not cooling well - dealer scheduled follow-up,307,2026-03-13T06:56:11.598-04:00
308,MATNXM46808IN,Manoj Sharma,+917775158512,D001,Tata Motors Andheri,2026-01-17,Abhishek Pandey,16,Full,Harrier,XZ,true,,308,2026-03-13T06:56:11.906-04:00
309,MATPNL81380IN,Meera Tiwari,+919066646771,D026,Tata Motors SG Highway,2026-01-18,Arjun Nambiar,44,Full,Safari,XM,true,,309,2026-03-13T06:56:12.214-04:00
310,MATTGN57229IN,Ravi Patel,+918522794974,D028,Tata Motors Vaishali Nagar,2026-01-16,Varun Mishra,18,3/4,Safari,XZ+,true,Requested additional floor mats,310,2026-03-13T06:56:12.522-04:00
311,MATTGL85195IN,Lakshmi Desai,+918320824098,D009,Tata Motors Anna Nagar,2026-01-15,Manish Sethi,20,Full,Safari,XZ+,true,,311,2026-03-13T06:56:12.829-04:00
312,MATPNM52662IN,Rekha Malhotra,+919148955631,D032,Tata Motors Dharampeth,2026-01-17,Pankaj Dubey,15,Full,Punch,Pure,true,Minor scratch noticed on door - dealer promised touch-up,312,2026-03-13T06:56:13.062-04:00
313,MATNXK28920IN,Karthik Sharma,+917807357658,D030,Tata Motors Gomti Nagar,2026-01-21,Pankaj Dubey,43,Full,Tiago,XZ,true,AC not cooling well - dealer scheduled follow-up,313,2026-03-13T06:56:13.296-04:00
314,MATSFM60822IN,Sneha Menon,+918085460482,D001,Tata Motors Andheri,2026-03-13,Manish Sethi,25,Full,Safari,XZ,true,Requested additional floor mats,314,2026-03-13T06:56:13.300-04:00
315,MATTGN56013IN,Rajesh Iyer,+918021388428,D031,Tata Motors Sadar,2026-03-13,Sameer Khanna,14,Full,Punch,Creative,true,AC not cooling well - dealer scheduled follow-up,315,2026-03-13T06:56:13.530-04:00
316,MATTGN76361IN,Rahul Dutta,+917970362617,D030,Tata Motors Gomti Nagar,2026-01-21,Kunal Trivedi,35,Full,Tiago,XZ,true,,316,2026-03-13T06:56:13.531-04:00
317,MATPNK30289IN,Pooja Das,+917741654300,D010,Tata Motors OMR,2026-03-13,Pankaj Dubey,17,Full,Safari,XZ+,true,,317,2026-03-13T06:56:13.764-04:00
318,MATTGN13103IN,Rohit Rao,+918331842715,D008,Tata Motors Gurgaon,2026-01-19,Manish Sethi,35,Full,Tiago,XM,true,Very happy with the vehicle condition,318,2026-03-13T06:56:13.765-04:00
319,MATNXK31233IN,Suresh Kumar,+919366473835,D017,Tata Motors Hinjawadi,2026-03-13,Varun Mishra,21,Full,Tiago,XZ+,true,AC not cooling well - dealer scheduled follow-up,319,2026-03-13T06:56:13.995-04:00
320,MATTGM24778IN,Vikram Bhat,+919896165215,D021,Tata Motors Hitech City,2026-01-16,Arjun Nambiar,5,Full,Safari,XE,true,Very happy with the vehicle condition,320,2026-03-13T06:56:13.999-04:00
321,MATHRL76829IN,Meera Kumar,+919994581907,D008,Tata Motors Gurgaon,2026-03-13,Varun Mishra,40,3/4,Tiago,XM,true,AC not cooling well - dealer scheduled follow-up,321,2026-03-13T06:56:14.226-04:00
322,MATHRN90595IN,Rohit Kapoor,+918367000952,D020,Tata Motors Gachibowli,2026-01-16,Kunal Trivedi,10,Full,Harrier,XE,false,All accessories installed as promised,322,2026-03-13T06:56:14.234-04:00
323,MATSFM89337IN,Manoj Kumar,+917910691810,D027,Tata Motors Civil Lines,2026-03-13,Kunal Trivedi,26,3/4,Nexon,EV XZ+,true,,323,2026-03-13T06:56:14.458-04:00
324,MATSFK77763IN,Dinesh Pillai,+919738881126,D005,Tata Motors Connaught Place,2026-01-20,Nikhil Desai,12,Full,Safari,XZ+,true,Delivery process was smooth and professional,324,2026-03-13T06:56:14.471-04:00
325,MATSFN88349IN,Sneha Pillai,+918910222251,D010,Tata Motors OMR,2026-03-13,Kunal Trivedi,45,Full,Nexon,XZ,true,,325,2026-03-13T06:56:14.690-04:00
326,MATSFM36965IN,Komal Patel,+919479640748,D029,Tata Motors Aliganj,2026-01-18,Kunal Trivedi,24,Full,Harrier,XZ,true,,326,2026-03-13T06:56:14.707-04:00
327,MATSFM69606IN,Anita Banerjee,+918735476048,D009,Tata Motors Anna Nagar,2026-03-13,Manish Sethi,42,3/4,Nexon,EV Max XZ+ Lux,true,Minor scratch noticed on door - dealer promised touch-up,327,2026-03-13T06:56:14.921-04:00
328,MATPNK15234IN,Tanya Verma,+918418593664,D028,Tata Motors Vaishali Nagar,2026-01-15,Pankaj Dubey,38,3/4,Tiago,EV XZ+,false,,328,2026-03-13T06:56:14.942-04:00
329,MATHRL60236IN,Priya Desai,+917594178323,D012,Tata Motors Whitefield,2026-03-13,Sameer Khanna,29,Full,Punch,Pure,false,Documentation was delayed by 30 minutes,329,2026-03-13T06:56:15.153-04:00
330,MATTGN60685IN,Rekha Pillai,+919666460276,D029,Tata Motors Aliganj,2026-01-17,Nikhil Desai,18,Full,Safari,XZ+,true,,330,2026-03-13T06:56:15.176-04:00
331,MATNXN76526IN,Sanjay Desai,+918858886838,D006,Tata Motors Dwarka,2026-03-13,Sameer Khanna,12,Full,Punch,Creative,true,All accessories installed as promised,331,2026-03-13T06:56:15.384-04:00
332,MATPNK71566IN,Manoj Menon,+919287042052,D019,Tata Motors Jubilee Hills,2026-01-17,Abhishek Pandey,10,Full,Safari,XE,true,,332,2026-03-13T06:56:15.410-04:00
333,MATSFN44060IN,Rajesh Desai,+919971925555,D026,Tata Motors SG Highway,2026-03-13,Pankaj Dubey,11,Full,Nexon,XZ+,true,AC not cooling well - dealer scheduled follow-up,333,2026-03-13T06:56:15.615-04:00
334,MATPNL48424IN,Sneha Gupta,+919288657098,D002,Tata Motors Thane,2026-01-18,Varun Mishra,21,3/4,Punch,Adventure,true,,334,2026-03-13T06:56:15.644-04:00
335,MATTGK18831IN,Vikram Sharma,+918784465482,D010,Tata Motors OMR,2026-03-13,Sameer Khanna,41,Full,Safari,XE,true,,335,2026-03-13T06:56:15.847-04:00
336,MATTGL61616IN,Ajay Tiwari,+917743241480,D032,Tata Motors Dharampeth,2026-01-18,Tarun Kaushik,15,Full,Nexon,XZ,true,Delivery process was smooth and professional,336,2026-03-13T06:56:15.878-04:00
337,MATNXK27813IN,Kavita Singh,+919862841274,D007,Tata Motors Noida,2026-03-12,Nikhil Desai,34,Full,Nexon,XZ,true,,337,2026-03-13T06:56:16.079-04:00
338,MATSFL63435IN,Rekha Malhotra,+918040080884,D011,Tata Motors Adyar,2026-01-17,Sameer Khanna,42,Full,Punch,Adventure,true,,338,2026-03-13T06:56:16.111-04:00
339,MATSFL42046IN,Priya Joshi,+917901653256,D025,Tata Motors Ashram Road,2026-03-13,Kunal Trivedi,10,Full,Safari,XM,true,Excellent handover experience,339,2026-03-13T06:56:16.312-04:00
340,MATNXN70960IN,Nitin Reddy,+919028005804,D038,Tata Motors Kadavanthara,2026-01-17,Arjun Nambiar,23,Full,Harrier,XZ,true,AC not cooling well - dealer scheduled follow-up,340,2026-03-13T06:56:16.345-04:00
341,MATSFN68767IN,Lakshmi Singh,+919476295818,D033,Tata Motors MG Road,2026-03-13,Manish Sethi,43,Full,Harrier,XZ+ Dark,true,Noticed slight vibration during test drive - dealer to check,341,2026-03-13T06:56:16.542-04:00
342,MATPNN96588IN,Pooja Gupta,+918071416462,D007,Tata Motors Noida,2026-01-16,Varun Mishra,26,3/4,Nexon,XZ,true,Very happy with the vehicle condition,342,2026-03-13T06:56:16.579-04:00
343,MATHRL18680IN,Suresh Sharma,+918267199052,D004,Tata Motors Navi Mumbai,2026-03-13,Abhishek Pandey,39,Full,Nexon,XZ+ Lux,true,Delivery process was smooth and professional,343,2026-03-13T06:56:16.773-04:00
344,MATSFM30394IN,Sneha Kumar,+918377515312,D024,Tata Motors Howrah,2026-01-19,Arjun Nambiar,7,Full,Safari,XZ+,true,Minor scratch noticed on door - dealer promised touch-up,344,2026-03-13T06:56:16.813-04:00
345,MATHRL70862IN,Sneha Bhat,+917153123169,D007,Tata Motors Noida,2026-03-11,Arjun Nambiar,6,Full,Punch,Pure,true,All accessories installed as promised,345,2026-03-13T06:56:17.004-04:00
346,MATPNL66645IN,Vivek Mishra,+919288461325,D010,Tata Motors OMR,2026-01-13,Varun Mishra,11,3/4,Nexon,XZ,true,AC not cooling well - dealer scheduled follow-up,346,2026-03-13T06:56:17.047-04:00
347,MATSFM88378IN,Deepa Mishra,+918826068541,D022,Tata Motors Salt Lake,2026-03-11,Manish Sethi,15,Full,Safari,XM,true,Requested additional floor mats,347,2026-03-13T06:56:17.234-04:00
348,MATSFK21471IN,Sunita Mukherjee,+919358064080,D024,Tata Motors Howrah,2026-01-16,Tarun Kaushik,25,Full,Harrier,XZ+ Dark,true,AC not cooling well - dealer scheduled follow-up,348,2026-03-13T06:56:17.282-04:00
349,MATSFK94340IN,Karthik Menon,+918727652424,D027,Tata Motors Civil Lines,2026-03-13,Varun Mishra,17,3/4,Nexon,XZ,true,AC not cooling well - dealer scheduled follow-up,349,2026-03-13T06:56:17.466-04:00
350,MATSFL37596IN,Kavita Malhotra,+918311798039,D003,Tata Motors Powai,2026-01-15,Pankaj Dubey,24,Full,Tiago,XZ,true,,350,2026-03-13T06:56:17.520-04:00
351,MATTGN37495IN,Neha Desai,+918389308744,D033,Tata Motors MG Road,2026-03-13,Kunal Trivedi,25,3/4,Harrier,XZ+,true,Minor scratch noticed on door - dealer promised touch-up,351,2026-03-13T06:56:17.697-04:00
352,MATSFK34112IN,Smita Singh,+917607132588,D007,Tata Motors Noida,2026-01-16,Rohit Bhardwaj,44,3/4,Tiago,XE,true,Delivery process was smooth and professional,352,2026-03-13T06:56:17.756-04:00
353,MATSFM90593IN,Meera Menon,+919295604872,D006,Tata Motors Dwarka,2026-03-13,Varun Mishra,30,1/2,Safari,XE,true,,353,2026-03-13T06:56:17.936-04:00
354,MATPNM81712IN,Sneha Rao,+918317635945,D029,Tata Motors Aliganj,2026-01-13,Varun Mishra,44,3/4,Harrier,XZ+ Dark,true,,354,2026-03-13T06:56:17.989-04:00
355,MATTGM61748IN,Priya Gupta,+917442871095,D040,Tata Motors Vizag CBD,2026-03-13,Abhishek Pandey,14,Full,Safari,XM,true,Noticed slight vibration during test drive - dealer to check,355,2026-03-13T06:56:18.169-04:00
356,MATTGL75095IN,Suresh Dutta,+919984034300,D035,Tata Motors Rajpur Road,2026-01-15,Rohit Bhardwaj,29,Full,Harrier,XZ+ Dark,true,,356,2026-03-13T06:56:18.224-04:00
357,MATSFM96174IN,Sanjay Singh,+919598970187,D022,Tata Motors Salt Lake,2026-03-13,Nikhil Desai,42,Full,Safari,XM,true,,357,2026-03-13T06:56:18.400-04:00
358,MATHRM69151IN,Bhavna Sinha,+917568717010,D014,Tata Motors Electronic City,2026-01-18,Nikhil Desai,21,Full,Punch,Pure,true,Requested additional floor mats,358,2026-03-13T06:56:18.461-04:00
359,MATNXL31271IN,Lakshmi Banerjee,+917691261132,D010,Tata Motors OMR,2026-03-13,Rohit Bhardwaj,26,Full,Nexon,XM,true,,359,2026-03-13T06:56:18.631-04:00
360,MATTGN39720IN,Deepa Rao,+919162334809,D001,Tata Motors Andheri,2026-01-15,Nikhil Desai,14,Full,Punch,Pure,true,Noticed slight vibration during test drive - dealer to check,360,2026-03-13T06:56:18.704-04:00
361,MATTGK83585IN,Rajesh Patel,+918290314991,D026,Tata Motors SG Highway,2026-03-13,Manish Sethi,10,Full,Nexon,XE,true,Documentation was delayed by 30 minutes,361,2026-03-13T06:56:18.863-04:00
362,MATHRN54556IN,Nisha Nair,+919793375824,D006,Tata Motors Dwarka,2026-01-13,Rohit Bhardwaj,44,Full,Tiago,XZ+,true,,362,2026-03-13T06:56:18.946-04:00
363,MATSFL26217IN,Amit Rao,+917639281392,D021,Tata Motors Hitech City,2026-03-13,Sameer Khanna,36,Full,Punch,EV Adventure,false,,363,2026-03-13T06:56:19.098-04:00
364,MATNXM15339IN,Bhavna Gupta,+919711959147,D037,Tata Motors Sector 17,2026-01-11,Tarun Kaushik,36,Full,Nexon,XM,true,,364,2026-03-13T06:56:19.188-04:00
365,MATHRM10692IN,Karthik Mukherjee,+918614372087,D028,Tata Motors Vaishali Nagar,2026-03-09,Tarun Kaushik,13,Full,Punch,EV Adventure,true,All accessories installed as promised,365,2026-03-13T06:56:19.329-04:00
366,MATNXM65079IN,Rajesh Sharma,+918482891932,D038,Tata Motors Kadavanthara,2026-01-16,Abhishek Pandey,19,Full,Harrier,XZ+,true,Excellent handover experience,366,2026-03-13T06:56:19.423-04:00
367,MATNXL61736IN,Priya Chatterjee,+917749314081,D010,Tata Motors OMR,2026-03-13,Rohit Bhardwaj,39,3/4,Nexon,XZ,true,Requested additional floor mats,367,2026-03-13T06:56:19.560-04:00
368,MATPNL93237IN,Ashok Desai,+917556225112,D017,Tata Motors Hinjawadi,2026-01-15,Nikhil Desai,40,Full,Safari,XM,true,Very happy with the vehicle condition,368,2026-03-13T06:56:19.658-04:00
369,MATTGN36717IN,Sanjay Das,+917307282861,D026,Tata Motors SG Highway,2026-03-13,Pankaj Dubey,16,Full,Safari,XZ+,true,Delivery process was smooth and professional,369,2026-03-13T06:56:19.792-04:00
370,MATPNL67426IN,Deepa Sharma,+917200259130,D001,Tata Motors Andheri,2026-01-11,Manish Sethi,22,Full,Harrier,XZ+,true,AC not cooling well - dealer scheduled follow-up,370,2026-03-13T06:56:19.893-04:00
371,MATNXM47068IN,Arun Chatterjee,+917815569694,D030,Tata Motors Gomti Nagar,2026-03-09,Arjun Nambiar,36,Full,Punch,Adventure,true,Minor scratch noticed on door - dealer promised touch-up,371,2026-03-13T06:56:20.023-04:00
372,MATPNK54734IN,Ravi Saxena,+917821947628,D014,Tata Motors Electronic City,2026-01-11,Kunal Trivedi,34,3/4,Punch,Creative,true,Delivery process was smooth and professional,372,2026-03-13T06:56:20.126-04:00
373,MATTGM42097IN,Deepa Das,+917414122669,D019,Tata Motors Jubilee Hills,2026-03-13,Pankaj Dubey,18,Full,Safari,Adventure,true,All accessories installed as promised,373,2026-03-13T06:56:20.255-04:00
374,MATPNL38931IN,Sanjay Das,+917800007772,D010,Tata Motors OMR,2026-01-10,Sameer Khanna,26,Full,Safari,Adventure,true,Excellent handover experience,374,2026-03-13T06:56:20.361-04:00
375,MATPNM63976IN,Suresh Iyer,+917821721209,D001,Tata Motors Andheri,2026-03-10,Pankaj Dubey,37,Full,Safari,XM,true,Excellent handover experience,375,2026-03-13T06:56:20.489-04:00
376,MATHRL33513IN,Deepa Dutta,+919713355102,D013,Tata Motors Koramangala,2026-01-10,Kunal Trivedi,30,Full,Harrier,XM,true,Minor scratch noticed on door - dealer promised touch-up,376,2026-03-13T06:56:20.595-04:00
377,MATNXK59091IN,Ravi Mishra,+917679039457,D015,Tata Motors Jayanagar,2026-03-07,Tarun Kaushik,27,Full,Safari,XZ,true,,377,2026-03-13T06:56:20.721-04:00
378,MATSFL30630IN,Priya Nair,+917781378549,D030,Tata Motors Gomti Nagar,2026-01-14,Tarun Kaushik,5,Full,Safari,XE,true,Minor scratch noticed on door - dealer promised touch-up,378,2026-03-13T06:56:20.829-04:00
379,MATNXL33565IN,Karthik Menon,+918027860052,D014,Tata Motors Electronic City,2026-03-09,Nikhil Desai,11,Full,Nexon,XZ+,true,,379,2026-03-13T06:56:20.953-04:00
380,MATHRK93394IN,Ravi Mishra,+918714290609,D005,Tata Motors Connaught Place,2026-01-13,Abhishek Pandey,26,Full,Safari,XZ+,true,Minor scratch noticed on door - dealer promised touch-up,380,2026-03-13T06:56:21.066-04:00
381,MATSFK93498IN,Swati Verma,+919500850179,D036,Tata Motors Panchkula,2026-03-08,Varun Mishra,31,Full,Tiago,XZ,true,All accessories installed as promised,381,2026-03-13T06:56:21.184-04:00
382,MATNXN29391IN,Pooja Sinha,+919158978939,D008,Tata Motors Gurgaon,2026-01-16,Abhishek Pandey,37,Full,Nexon,XZ+ Lux,true,AC not cooling well - dealer scheduled follow-up,382,2026-03-13T06:56:21.300-04:00
383,MATNXM77618IN,Pooja Verma,+919327141493,D040,Tata Motors Vizag CBD,2026-03-08,Rohit Bhardwaj,27,Full,Punch,Creative,true,AC not cooling well - dealer scheduled follow-up,383,2026-03-13T06:56:21.415-04:00
384,MATTGN91922IN,Swati Patel,+917402732017,D034,Tata Motors Palasia,2026-01-12,Rohit Bhardwaj,26,Full,Punch,Pure,true,,384,2026-03-13T06:56:21.535-04:00
385,MATSFN81758IN,Lakshmi Menon,+918845091420,D017,Tata Motors Hinjawadi,2026-03-09,Tarun Kaushik,44,Full,Safari,XE,true,Delivery process was smooth and professional,385,2026-03-13T06:56:21.646-04:00
386,MATPNK30787IN,Harsh Chatterjee,+919113712186,D024,Tata Motors Howrah,2026-01-10,Kunal Trivedi,37,3/4,Nexon,XZ+,true,Requested additional floor mats,386,2026-03-13T06:56:21.768-04:00
